ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
18,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:233(__next)
12,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:249(match)
14,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:254(get)
6,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:286(tell)
1,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:295(_class_escape)
2,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:432(_uniq)
2,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:435(_parse_sub)
3,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:493(_parse)
2,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:921(fix_flags)
2,0.000,0.000,0.000,0.000,/opt/software/uoa/2019/conda/anaconda3/envs/python-3.9.1/lib/python3.9/sre_parse.py:937(parse)
566995,0.565,0.000,1.021,0.000,{built-in method _heapq.heappush}
505745,2.877,0.000,8.564,0.000,{built-in method _heapq.heappop}
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:17(__init__)
1,0.000,0.000,0.008,0.008,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:20(parse_domain)
1,0.000,0.000,0.007,0.007,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:53(parse_problem)
2,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:77(_add_types_to_domain)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:76(_parse_type)
14,0.000,0.000,0.002,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:109(_parse_action)
28,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:135(__extract_effect_values)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:100(_parse_predicates)
27/14,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:134(_parse_effects)
10,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:174(_parse_task)
16,0.000,0.000,0.002,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:191(_parse_method)
97,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:270(<listcomp>)
31,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:285(<listcomp>)
153/31,0.001,0.000,0.002,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:251(__parse_conditions)
16,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:331(<listcomp>)
31,0.000,0.000,0.002,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:250(_parse_precondition)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:339(__add_constants_to_problem)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:338(_parse_constant)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:362(_post_domain_parsing_grounding)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:374(_set_problem_name)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:384(_check_domain_name)
8,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:395(_add_objects_to_problem)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:394(_parse_objects)
125,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:415(<listcomp>)
1,0.000,0.000,0.004,0.004,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:412(_parse_initial_state)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:418(_parse_htn_tag)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:451(_parse_goal_state)
2,0.000,0.000,0.005,0.003,/scratch/users/u34cm18/alt/EPICpy/Parsers/HDDL_Parser.py:457(_scan_tokens)
39,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:8(__init__)
42,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:15(add_operator_condition)
97,0.000,0.000,0.001,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:23(add_predicate_condition)
8,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:62(add_given_params_predicate_condition)
2,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:71(add_given_params_operator_condition)
139,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:78(_final_condition_addition_checks)
923399/623621,0.342,0.000,10.859,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:86(evaluate_given_params_conditions)
1217503/1126302,2.289,0.000,56.078,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:91(evaluate)
